ID,Lead_Name,Email,Phone,Source,Date,Region,Industry,Status,Follow_up_Days,Ad_Spend,Revenue
436,Raj Sharma,raj.sharma@example.com,+18907752604,Apollo.io,2026-03-05,US,Tech,Converted,3,104.04,6766.938446474459
437,Raj Gupta,raj.gupta@example.com,+917634691836,LinkedIn Sales Navigator,2025-12-30,India,Healthcare,Contacted,16,89.52,0.0
438,Arjun Bose,arjun.bose@example.com,+12040226318,Meta Ads,2026-02-11,Europe,HR,Converted,30,111.56,6184.599190991012
439,Sonia Singh,sonia.singh@example.com,+14008714405,WhatsApp Business,2026-03-10,US,HR,Contacted,13,33.21,0.0
440,Anita Bose,anita.bose@example.com,+917819412471,HubSpot,2026-03-06,India,HR,Contacted,23,122.69,0.0
441,Sonia Gupta,sonia.gupta@example.com,+917081335390,Apollo.io,2026-01-13,India,Healthcare,Converted,28,72.62,1364.433741181877
442,Rahul Reddy,rahul.reddy@example.com,+17189213526,LinkedIn Sales Navigator,2026-02-19,Other,Tech,Contacted,19,179.44,0.0
443,Arjun Desai,arjun.desai@example.com,+918798647685,Meta Ads,2026-01-11,India,Healthcare,Contacted,8,33.77,0.0
444,Priya Sharma,priya.sharma@example.com,+917650392310,WhatsApp Business,2025-12-31,India,Healthcare,Contacted,22,101.41,0.0
445,Sonia Kumar,sonia.kumar@example.com,+16170675398,HubSpot,2026-02-03,Europe,HR,Contacted,5,119.62,0.0
446,Anita Mehta,anita.mehta@example.com,+14124168227,Apollo.io,2026-02-10,Other,Retail,New,20,6.68,0.0
447,Amit Desai,amit.desai@example.com,+14031281545,LinkedIn Sales Navigator,2025-12-31,Other,Tech,New,8,72.74,0.0
448,Vikram Mehta,vikram.mehta@example.com,+13227727430,Meta Ads,2026-02-09,Europe,HR,Contacted,24,146.53,0.0
449,Anita Desai,anita.desai@example.com,+919408990341,WhatsApp Business,2026-01-21,India,Retail,Contacted,12,164.08,0.0
450,Priya Singh,priya.singh@example.com,+918396077115,HubSpot,2026-03-23,India,Retail,Converted,1,62.63,6091.862777326288
451,Anita Singh,anita.singh@example.com,+16913417379,Apollo.io,2026-01-26,Europe,Finance,Contacted,25,159.72,0.0
452,Neha Singh,neha.singh@example.com,+15108932916,LinkedIn Sales Navigator,2026-03-21,US,Tech,Converted,30,193.55,1271.1155873542916
453,Raj Mehta,raj.mehta@example.com,+918974239820,Meta Ads,2026-01-08,India,Retail,New,21,171.37,0.0
454,Priya Sharma,priya.sharma@example.com,+18272725281,WhatsApp Business,2026-02-09,Other,HR,New,20,23.53,0.0
455,Priya Sharma,priya.sharma@example.com,+919620258967,HubSpot,2026-03-07,India,Finance,New,6,147.95,0.0
456,Anita Sharma,anita.sharma@example.com,+919079537716,Apollo.io,2026-02-16,India,Tech,Contacted,22,63.93,0.0
457,Vikram Patel,vikram.patel@example.com,+917825768309,LinkedIn Sales Navigator,2026-03-15,India,Healthcare,Converted,18,197.68,6953.504044504315
458,Sonia Tv,sonia.tv@example.com,+918058791632,Meta Ads,2026-01-14,India,HR,New,8,97.07,0.0
459,Arjun Reddy,arjun.reddy@example.com,+918198323340,WhatsApp Business,2026-01-25,India,Retail,Converted,7,24.49,3054.881106596265
460,Sonia Singh,sonia.singh@example.com,+919396963917,HubSpot,2026-01-15,India,Retail,Contacted,1,145.04,0.0
461,Priya Desai,priya.desai@example.com,+918282044148,Apollo.io,2026-01-17,India,HR,Contacted,21,64.6,0.0
462,Vikram Desai,vikram.desai@example.com,+18322868827,LinkedIn Sales Navigator,2026-02-16,US,Retail,Contacted,16,199.42,0.0
463,Singh Gupta,singh.gupta@example.com,+16656646925,Meta Ads,2025-12-29,US,Finance,New,12,195.96,0.0
464,Arjun Gupta,arjun.gupta@example.com,+16469458472,WhatsApp Business,2026-01-17,US,Tech,Contacted,6,131.23,0.0
465,Vikram Sharma,vikram.sharma@example.com,+19504724761,HubSpot,2026-02-06,Other,Finance,Contacted,20,25.97,0.0
466,Arjun Reddy,arjun.reddy@example.com,+918482342139,Apollo.io,2026-02-16,India,Retail,New,2,137.37,0.0
467,Amit Patel,amit.patel@example.com,+917629110165,LinkedIn Sales Navigator,2026-03-21,India,Healthcare,Contacted,29,18.61,0.0
468,Rahul Kumar,rahul.kumar@example.com,+12247484671,Meta Ads,2026-01-26,Europe,Tech,New,14,5.87,0.0
469,Priya Singh,priya.singh@example.com,+918235362881,WhatsApp Business,2026-01-29,India,Tech,Contacted,4,164.59,0.0
470,Sonia Singh,sonia.singh@example.com,+15634396131,HubSpot,2026-01-15,Other,HR,Contacted,1,41.95,0.0
471,Priya Gupta,priya.gupta@example.com,+918899990924,Apollo.io,2026-03-25,India,HR,Contacted,23,75.81,0.0
472,Arjun Kumar,arjun.kumar@example.com,+18112345816,LinkedIn Sales Navigator,2026-01-08,Other,Healthcare,Contacted,18,194.69,0.0
473,Anita Reddy,anita.reddy@example.com,+919057629778,Meta Ads,2026-02-12,India,Tech,New,13,67.37,0.0
474,Arjun Bose,arjun.bose@example.com,+11919066362,WhatsApp Business,2025-12-30,Europe,Healthcare,Contacted,2,59.3,0.0
475,Sonia Tv,sonia.tv@example.com,+12166605339,HubSpot,2026-02-24,US,HR,New,9,183.64,0.0
476,Arjun Gupta,arjun.gupta@example.com,+12027708670,Apollo.io,2026-01-23,Other,HR,New,21,22.15,0.0
477,Singh Patel,singh.patel@example.com,+917218035843,LinkedIn Sales Navigator,2026-01-20,India,Tech,Converted,2,151.92,1327.7560675969557
478,Neha Gupta,neha.gupta@example.com,+13280805846,Meta Ads,2026-02-22,US,Finance,New,27,197.61,0.0
479,Vikram Singh,vikram.singh@example.com,+13739951076,WhatsApp Business,2026-02-08,Other,Retail,Contacted,25,180.26,0.0
480,Singh Patel,singh.patel@example.com,+11225447588,HubSpot,2026-02-03,US,HR,Contacted,9,130.33,0.0
481,Raj Bose,raj.bose@example.com,+17070083150,Apollo.io,2026-01-24,US,HR,New,1,62.81,0.0
482,Anita Sharma,anita.sharma@example.com,+18375996697,LinkedIn Sales Navigator,2026-01-23,US,Finance,New,11,50.86,0.0
483,Raj Tv,raj.tv@example.com,+917431837075,Meta Ads,2025-12-29,India,Finance,New,3,163.85,0.0
484,Priya Reddy,priya.reddy@example.com,+11590416424,WhatsApp Business,2026-03-20,US,Healthcare,Converted,20,175.96,6861.7084506711835
485,Amit Desai,amit.desai@example.com,+15973319056,HubSpot,2026-01-19,US,Healthcare,Contacted,30,105.09,0.0
486,Anita Mehta,anita.mehta@example.com,+17338081696,Apollo.io,2026-02-15,Other,Retail,New,23,48.87,0.0
487,Vikram Patel,vikram.patel@example.com,+919794042404,LinkedIn Sales Navigator,2026-02-06,India,Retail,Contacted,26,22.59,0.0
488,Vikram Gupta,vikram.gupta@example.com,+917856656865,Meta Ads,2026-01-30,India,Tech,Contacted,4,17.44,0.0
489,Vikram Bose,vikram.bose@example.com,+16528675352,WhatsApp Business,2026-01-03,Other,Healthcare,New,18,143.82,0.0
490,Arjun Sharma,arjun.sharma@example.com,+14301648719,HubSpot,2026-01-30,Europe,HR,Contacted,23,84.02,0.0
491,Singh Patel,singh.patel@example.com,+919801601713,Apollo.io,2026-02-08,India,Healthcare,Contacted,6,181.07,0.0
492,Raj Bose,raj.bose@example.com,+13465883999,LinkedIn Sales Navigator,2026-03-18,US,HR,Converted,3,147.93,5926.34047584665
493,Singh Sharma,singh.sharma@example.com,+919298461504,Meta Ads,2026-03-01,India,Finance,New,22,38.25,0.0
494,Neha Mehta,neha.mehta@example.com,+917160194739,WhatsApp Business,2026-02-15,India,Healthcare,New,11,122.76,0.0
495,Anita Mehta,anita.mehta@example.com,+917751897503,HubSpot,2026-03-22,India,Finance,New,15,87.1,0.0
496,Arjun Mehta,arjun.mehta@example.com,+918794802316,Apollo.io,2026-03-04,India,Retail,Contacted,22,115.45,0.0
497,Anita Gupta,anita.gupta@example.com,+14949801453,LinkedIn Sales Navigator,2026-02-06,US,Retail,New,28,147.61,0.0
498,Amit Reddy,amit.reddy@example.com,+918705078697,Meta Ads,2025-12-29,India,Tech,Contacted,5,161.24,0.0
499,Priya Singh,priya.singh@example.com,+18679232444,WhatsApp Business,2026-01-09,Other,Healthcare,Converted,20,168.75,5415.166196583059
500,Anita Sharma,anita.sharma@example.com,+11160916026,HubSpot,2026-01-28,Other,Finance,Contacted,10,50.79,0.0
